Execution Time,Expectation Value,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11,State_12,State_13,State_14,State_15
1.358229160308838,0.407,0.6475,0.053,0.0575,0.006,0.0695,0.005,0.0045,0.0015,0.107,0.01,0.007,0.001,0.022,0.003,0.004,0.0015
1.173431634902954,0.397,0.649,0.058,0.066,0.0045,0.057,0.0025,0.004,0.0005,0.1105,0.005,0.013,0.001,0.0195,0.0025,0.006,0.001
1.2543418407440186,0.429,0.664,0.057,0.053,0.004,0.0585,0.007,0.0055,0.002,0.107,0.009,0.009,0.0015,0.016,0.0025,0.004,0.0
1.3074235916137695,0.418,0.6525,0.059,0.0635,0.0055,0.0595,0.0065,0.007,0.0005,0.1035,0.007,0.0085,0.001,0.0195,0.002,0.002,0.0025
1.3023567199707031,0.425,0.6545,0.0465,0.0575,0.007,0.066,0.005,0.004,0.0,0.1055,0.0075,0.007,0.0015,0.0255,0.0025,0.008,0.002
1.411207675933838,0.382,0.6375,0.0655,0.0725,0.005,0.058,0.006,0.0075,0.0005,0.106,0.0095,0.007,0.0005,0.0185,0.0005,0.0055,0.0
1.5077459812164307,0.423,0.652,0.061,0.0665,0.0035,0.052,0.006,0.009,0.0,0.1025,0.0085,0.0085,0.002,0.0215,0.0005,0.004,0.0025
1.3201403617858887,0.411,0.65,0.062,0.0685,0.0055,0.0585,0.005,0.007,0.0015,0.0975,0.01,0.01,0.0005,0.0175,0.002,0.004,0.0005
1.3853654861450195,0.436,0.6615,0.0635,0.049,0.008,0.0625,0.0055,0.007,0.0015,0.1,0.007,0.0055,0.0015,0.023,0.0005,0.0035,0.0005
1.2668626308441162,0.399,0.6415,0.0635,0.0585,0.0055,0.0595,0.0045,0.006,0.0,0.114,0.009,0.0125,0.001,0.0205,0.001,0.003,0.0
1.3166999816894531,0.389,0.6355,0.059,0.0625,0.0055,0.064,0.0075,0.0055,0.0005,0.112,0.0095,0.0095,0.001,0.021,0.0015,0.005,0.0005
1.3095674514770508,0.384,0.626,0.053,0.072,0.005,0.0635,0.0065,0.0085,0.0005,0.115,0.0105,0.012,0.0005,0.0225,0.001,0.0025,0.001
1.398848295211792,0.435,0.6565,0.055,0.052,0.0045,0.056,0.0025,0.0085,0.0,0.109,0.012,0.0085,0.001,0.0245,0.003,0.0065,0.0005
1.3354525566101074,0.429,0.6595,0.047,0.059,0.0065,0.061,0.003,0.006,0.001,0.111,0.011,0.0095,0.001,0.019,0.0015,0.004,0.0
1.2756564617156982,0.46,0.672,0.049,0.0595,0.0075,0.0525,0.006,0.0065,0.0005,0.101,0.0085,0.0105,0.0015,0.018,0.004,0.002,0.001
1.284005880355835,0.381,0.6315,0.065,0.057,0.007,0.0645,0.006,0.009,0.001,0.115,0.0095,0.0085,0.0,0.019,0.003,0.004,0.0
1.2855641841888428,0.383,0.6295,0.0585,0.0525,0.006,0.0605,0.004,0.009,0.0,0.1295,0.0125,0.011,0.001,0.0185,0.0015,0.005,0.001
1.306886911392212,0.425,0.6605,0.053,0.0545,0.0045,0.058,0.0075,0.006,0.0,0.115,0.007,0.008,0.0025,0.0185,0.002,0.0025,0.0005
1.3127477169036865,0.426,0.653,0.062,0.0525,0.005,0.0545,0.0075,0.006,0.001,0.1125,0.011,0.0095,0.001,0.0205,0.001,0.0025,0.0005
1.3564188480377197,0.404,0.6515,0.0565,0.061,0.006,0.0685,0.005,0.0065,0.001,0.1045,0.0075,0.013,0.0025,0.012,0.002,0.002,0.0005
1.297518014907837,0.394,0.6365,0.058,0.067,0.0025,0.0565,0.006,0.0055,0.0005,0.1115,0.012,0.0085,0.0015,0.026,0.0025,0.0055,0.0
1.227792739868164,0.421,0.664,0.06,0.053,0.0055,0.066,0.005,0.002,0.0005,0.101,0.0055,0.0065,0.0015,0.022,0.0035,0.004,0.0
1.2855074405670166,0.414,0.6515,0.058,0.0575,0.006,0.0655,0.006,0.0075,0.0,0.105,0.008,0.006,0.0005,0.0215,0.003,0.0035,0.0005
1.2619264125823975,0.414,0.6515,0.0645,0.056,0.0045,0.0625,0.006,0.0085,0.001,0.104,0.0075,0.009,0.0,0.0195,0.0015,0.0035,0.0005
1.2970495223999023,0.406,0.6455,0.067,0.0675,0.0045,0.0625,0.0065,0.0045,0.0,0.094,0.011,0.01,0.0015,0.02,0.0025,0.002,0.001
1.6278669834136963,0.408,0.6495,0.0535,0.0635,0.0055,0.0715,0.007,0.0045,0.0,0.1005,0.0105,0.0085,0.0015,0.017,0.0015,0.004,0.0015
1.3039240837097168,0.434,0.655,0.062,0.0545,0.0025,0.051,0.0075,0.007,0.001,0.1105,0.013,0.008,0.001,0.0235,0.0005,0.0025,0.0005
1.2990646362304688,0.399,0.646,0.0605,0.057,0.0045,0.0655,0.0045,0.004,0.0,0.111,0.009,0.009,0.001,0.021,0.0025,0.003,0.0015
1.3794171810150146,0.427,0.654,0.0515,0.0575,0.0035,0.0605,0.0055,0.005,0.0,0.1065,0.012,0.01,0.001,0.0225,0.003,0.0065,0.001
1.313199758529663,0.406,0.6395,0.0585,0.0675,0.0065,0.0605,0.0085,0.0055,0.0,0.1055,0.007,0.0135,0.0,0.021,0.002,0.003,0.0015
1.3169846534729004,0.422,0.6545,0.0605,0.055,0.004,0.0655,0.0075,0.007,0.0005,0.1015,0.0075,0.01,0.0015,0.0195,0.001,0.0035,0.001
